,equity
2023-12-31,15263.218469614716
2024-01-01,16507.02148851873
2024-01-02,16017.902327888201
2024-01-03,14792.10369526506
2024-01-04,15756.838726815462
2024-01-05,15005.155599588787
2024-01-06,14077.929706123545
2024-01-07,14034.288124034561
2024-01-08,15326.932627774568
2024-01-09,15552.121720560972
2024-01-10,15952.45788551458
2024-01-11,15622.493312056726
2024-01-12,14396.463806886306
2024-01-13,14987.585175450613
2024-01-14,14668.56729400321
2024-01-15,14749.885577509409
2024-01-16,15261.252475711866
2024-01-17,15961.840764380677
2024-01-18,14748.32176436506
2024-01-19,14635.72721797186
2024-01-20,14504.366913846457
2024-01-21,14230.699613585204
2024-01-22,13095.371270787085
2024-01-23,13181.38099372634
2024-01-24,13877.277842962098
2024-01-25,13583.280971824293
2024-01-26,14423.048630340258
2024-01-27,14740.502698643313
2024-01-28,15007.914746327167
2024-01-29,15899.288238606678
2024-01-30,15857.065283709228
2024-01-31,15151.785555607366
2024-02-01,15290.964925454518
2024-02-02,15717.885913862077
2024-02-03,15309.73068318672
2024-02-04,14921.905023387917
2024-02-05,14934.415528542715
2024-02-06,15145.530303029966
2024-02-07,15811.714702523079
2024-02-08,16074.435310773883
2024-02-09,16726.545391967844
2024-02-10,17056.509965425696
2024-02-11,16807.863675474047
2024-02-12,17472.484261822807
2024-02-13,17603.84456594821
2024-02-14,18313.815733483123
2024-02-15,17766.481132960613
2024-02-16,17264.49711362426
2024-02-17,17039.308020837856
2024-02-18,17552.23873218466
2024-02-19,17444.33562522451
2024-02-20,16943.915419032503
2024-02-21,16429.42089454135
2024-02-22,15902.415864895389
2024-02-23,15620.929498912385
2024-02-24,15572.504617465756
2024-02-25,15438.913363032854
2024-02-26,16408.7880789864
2024-02-27,16177.510262105174
2024-02-28,17753.183646792782
2024-02-29,18755.884891593985
2024-03-01,19325.87280158515
2024-03-02,19419.876043285265
2024-03-03,19434.79719276147
2024-03-04,19898.844941471554
2024-03-05,18737.979512222537
2024-03-06,19530.292549409205
2024-03-07,21496.90005037347
2024-03-08,21652.080004926043
2024-03-09,21572.99791270214
2024-03-10,21570.013682806893
2024-03-11,22213.11522523148
2024-03-12,22538.396283812825
2024-03-13,24460.24033634847
2024-03-14,26356.718434774557
2024-03-15,27431.041197061568
2024-03-16,27149.031471961225
2024-03-17,30094.46637856477
2024-03-18,29232.023938839924
2024-03-19,25352.525075025733
2024-03-20,28636.670074739202
2024-03-21,26774.510620108395
2024-03-22,26137.377537474295
2024-03-23,25771.809375307188
2024-03-24,27423.58062232346
2024-03-25,28202.464624981538
2024-03-26,28420.313407334183
2024-03-27,27787.656669542943
2024-03-28,28300.944211524515
2024-03-29,28676.95717832497
2024-03-30,28988.809202377724
2024-03-31,30204.88288468871
2024-04-01,28700.8310174869
2024-04-02,27084.87052921353
2024-04-03,27625.016140252275
2024-04-04,27468.34407075209
2024-04-05,26031.43737619322
2024-04-06,26670.062573774936
2024-04-07,26786.447539689358
2024-04-08,26961.024988560992
2024-04-09,25712.124777402347
2024-04-10,25865.812617007294
2024-04-11,25728.538041826178
2024-04-12,25648.779573896514
2024-04-13,23096.250142707744
2024-04-14,25253.967829854075
2024-04-15,23109.5899738493
2024-04-16,22722.73487074424
2024-04-17,21992.379115744163
2024-04-18,23694.875065184973
2024-04-19,23766.576657570826
2024-04-20,25225.62068867827
2024-04-21,24808.750965504714
2024-04-22,26184.42105197745
2024-04-23,25792.563512194305
2024-04-24,24631.99820287912
2024-04-25,24153.431760675878
2024-04-26,23204.636270732863
2024-04-27,23549.804401520567
2024-04-28,23006.20628250225
2024-04-29,22967.854267970284
2024-04-30,22896.653919739576
2024-05-01,24237.28517917795
2024-05-02,24801.362081630377
2024-05-03,25902.483447120576
2024-05-04,26320.58517673388
2024-05-05,26262.91597264928
2024-05-06,27540.64927564855
2024-05-07,26677.4133770073
2024-05-08,25617.741751952897
2024-05-09,27495.595209957464
2024-05-10,26316.980851478595
2024-05-11,26198.038118054123
2024-05-12,25841.2099177807
2024-05-13,26576.49226985927
2024-05-14,25585.302824655326
2024-05-15,28576.892786543598
2024-05-16,28715.659308872157
2024-05-17,30546.656538557985
2024-05-18,31081.898838968114
2024-05-19,30625.951694174302
2024-05-20,33655.38707124309
2024-05-21,32105.52721146965
2024-05-22,31873.048232503636
2024-05-23,31734.28171017508
2024-05-24,30222.267265582148
2024-05-25,30335.803511123693
2024-05-26,29422.107058908416
2024-05-27,30638.566832567805
2024-05-28,30371.84676367656
2024-05-29,30296.155933315535
2024-05-30,30070.885604860094
2024-05-31,29829.395812755858
2024-06-01,29914.097456255102
2024-06-02,29382.459481100257
2024-06-03,29715.85956721431
2024-06-04,30962.956105543642
2024-06-05,31280.136728008903
2024-06-06,30649.379808333662
2024-06-07,29281.538373952215
2024-06-08,28436.324101587394
2024-06-09,28348.171496872474
2024-06-10,27714.66418824116
2024-06-11,26037.62890398604
2024-06-12,27050.47453823991
2024-06-13,25668.053560678254
2024-06-14,24930.646153983947
2024-06-15,25356.00645477215
2024-06-16,26358.392409498447
2024-06-17,24968.998312251733
2024-06-18,23947.436278391546
2024-06-19,23642.3622921705
2024-06-20,23269.300389020187
2024-06-21,23197.165557814227
2024-06-22,22971.81341298742
2024-06-23,22100.44506042236
2024-06-24,22031.933680735052
2024-06-25,22676.599121176925
2024-06-26,22704.832765900817
2024-06-27,24827.338528085096
2024-06-28,23206.395160407585
2024-06-29,23246.254423547194
2024-06-30,24314.1505151626
2024-07-01,24334.08014673241
2024-07-02,25541.48365933645
2024-07-03,23365.832212966026
2024-07-04,21226.718424473576
2024-07-05,21160.91559735771
2024-07-06,22472.123148650102
2024-07-07,20668.95006032618
2024-07-08,21955.36012943532
2024-07-09,22212.956284910164
2024-07-10,22305.628072550502
2024-07-11,21316.081865543474
2024-07-12,21919.233839338238
2024-07-13,22296.203822959957
2024-07-14,23202.502491917192
2024-07-15,25059.07966125419
2024-07-16,25233.428278679236
2024-07-17,24424.513522157613
2024-07-18,25005.675580241103
2024-07-19,26576.383845331624
2024-07-20,27280.061148092176
2024-07-21,28979.56749092012
2024-07-22,28112.53652859015
2024-07-23,27162.258028210388
2024-07-24,27963.319243406553
2024-07-25,26989.48011905043
2024-07-26,28756.526917277268
2024-07-27,28864.90578756851
2024-07-28,29043.966529788828
2024-07-29,28668.567254432197
2024-07-30,28131.385027771237
2024-07-31,26959.63666201371
2024-08-01,26271.66644190406
2024-08-02,23965.866708751175
2024-08-03,23891.572521954047
2024-08-04,23109.784120653847
2024-08-05,23038.143789879818
2024-08-06,23038.143789879818
2024-08-07,22998.610041799013
2024-08-08,25934.02796365671
2024-08-09,24843.775286670036
2024-08-10,24483.006543702148
2024-08-11,22499.57310218703
2024-08-12,23262.432118154382
2024-08-13,23316.467965118736
2024-08-14,22852.395397071927
2024-08-15,22658.502063846892
2024-08-16,22107.018566887164
2024-08-17,22038.486809329814
2024-08-18,22049.353270777163
2024-08-19,22341.899972649888
2024-08-20,22026.13527856505
2024-08-21,22103.528585938788
2024-08-22,22173.182562575144
2024-08-23,23738.075237672074
2024-08-24,24877.304722213456
2024-08-25,24609.523878700333
2024-08-26,24324.71650756499
2024-08-27,22730.414375666045
2024-08-28,22278.437460603433
2024-08-29,21677.865395383247
2024-08-30,21610.66401265756
2024-08-31,21610.66401265756
2024-09-01,21610.66401265756
2024-09-02,21610.66401265756
2024-09-03,21610.66401265756
2024-09-04,21610.66401265756
2024-09-05,21610.66401265756
2024-09-06,21610.66401265756
2024-09-07,21610.66401265756
2024-09-08,21610.66401265756
2024-09-09,21610.66401265756
2024-09-10,21610.66401265756
2024-09-11,21610.66401265756
2024-09-12,21610.66401265756
2024-09-13,21610.66401265756
2024-09-14,21610.66401265756
2024-09-15,21610.66401265756
2024-09-16,21610.66401265756
2024-09-17,21610.66401265756
2024-09-18,21610.66401265756
2024-09-19,21610.66401265756
2024-09-20,22112.29304440441
2024-09-21,22534.456009932383
2024-09-22,21813.76351878106
2024-09-23,21827.333042673028
2024-09-24,23025.97431979709
2024-09-25,22309.805003276422
2024-09-26,23457.183634586374
2024-09-27,23767.774959224804
2024-09-28,23638.110619812647
2024-09-29,24125.1057550467
